course_code,course_name,prerequisites,incompatible,restricted,faculty,school,units,semesters,duration,description
LAWS4112,Corporate Law,All Level 1 & 2 LAWS courses,LAWS3702 or 5017 or 7117,"LLB(Hons)(#64), LLB(Hons)(#48), LLB(Hons)#64 duals, LLB, LLB duals and LLB (Graduate Entry) programs.","Business, Economics & Law",Law School,2,,One Semester,"A study of aspects of the law concerning companies, including the nature of corporate bodies, corporate personality & limited liability, formation, management & governance, finance, & liquidation."
LAWS4114,Advanced Research,40 units LAWS courses,,"LLB(Hons)(#64), LLB(Hons)(#48), LLB(Hons) dual programs","Business, Economics & Law",Law School,2,,One Semester,This course provides an opportunity for students to pursue in some depth an area of special interest under the supervision of a member of the Law School academic staff.
LAWS4700,Law of Evidence,#24 LAWS courses,LAWS4014 or LAWS5216,LLB(Hons) and LLB(Hons) duals,"Business, Economics & Law",Law School,2,,One Semester,"This course is a critical examination of the law and practice relating to evidence in civil and criminal proceedings in Queensland and under the uniform legislation operating in some other parts of Australia. The course involves an analysis of the underlying principles of the law of evidence, and involves an examination of contentious evidentiary issues through a comparative and international perspective."
LAWS4701,Civil Dispute Resolution,#32 LAWS courses,LAWS4013 or LAWS5215,LLB(Hons) and LLB(Hons) duals,,,4,,One Semester,"This course explores the processes of commencing, conducting and concluding civil disputes including State and Federal civil procedure, alternative dispute resolution, private international law and remedies. Issues of jurisdiction, costs of resolving disputes, the role of lawyers and the courts in managing civil disputes, defining the issues in dispute, obtaining evidence, disclosure, judgment and enforcement are all examined."
LAWS5019,Law of Insolvency,LAWS5017,LA304 or 312 or 718 or LAWS7119 or 7319,LLB & LLB duals,,,1,,One Semester,"NOT 2009. Involves the study of bankruptcy law, company credit and security arrangements, winding up of companies."
LAWS5020,Administrative Law B,LAWS5018,LA308 or 314 or 720 or LAWS7120 or 7320,LLB & LLB duals,,,1,,One Semester,"Involves the study of merits review of administrative decisions (via the Administrative Appeals Tribunal), Freedom of Information, and the Ombudsman and parliamentary committees as ways of overseeing the executive government. The focus is on the federal legislation."
LAWS5121,Family Law,"All Level 1, 2 & 3 LAWS courses + LAWS4112",LA405 or 742 or LAWS7121 or 7321,"LLB(Hons)(#64), LLB(Hons)(#48), LLB (Graduate Entry), LLB(Hons) duals and LLB dual programs.","Business, Economics & Law",Law School,2,,One Semester,"This course is an intermediate level consideration, examination of, and reflection upon, the legal issues, legislation, case law, theory, practice, social context and key features of what is commonly known as ""family law"" in Australia. The course seeks to develop students' knowledge of the law relating to the breakdown of interpersonal relationships; awareness of the application of the relevant principles set out in the Family Law Act (and other related legislation including the Domestic and Family Violence Act) in both a legal and wider social context; and ability to identify and critically consider legal issues in the midst of complex inter-personal issues."
LAWS5122,Labour Law,All Level 1 LAWS courses + LAWS2111 + LAWS2112,LA406 or 743 or LAWS7122 or 7322,"LLB(Hons)(#64), LLB(Hons)(#48), LLB (Graduate Entry), LLB(Hons) duals and LLB dual programs.","Business, Economics & Law",Law School,2,,One Semester,"This course is focused on the federal law regulating employment. The course seeks to develop student awareness of this practical and important area, covering both individual and collective aspects, and common law, constitutional and statutory issues. It also places the black-letter law in its political context, including the balance between employee protection and economic efficiency."
LAWS5124,Human Rights Law,All Level 1 & 2 LAWS courses,LAWS7124,"LLB(Hons)(#64), LLB(Hons)(#48), LLB (Graduate Entry), LLB(Hons) duals and LLB dual programs.","Business, Economics & Law",Law School,2,,One Semester,"This course is a critical examination of the legal and social issues that arise in the practice of human rights law. It draws comparisons between Australian law and law in other jurisdictions, particularly the United States and Europe. The course seeks to develop students' skills in critical analysis by encouraging them to reflect on the role of human rights law within democratic societies, and whether human rights law has the capability to solve complex social problems."
LAWS5125,Unjust Enrichment,"All Level 1, 2 & 3 LAWS courses",LA429 or 761 or LAWS7125 or 7325,"LLB(Hons)(#64), LLB(Hons)(#48), LLB (Graduate Entry), LLB(Hons) duals and LLB dual programs.","Business, Economics & Law",Law School,2,,One Semester,"Examines selective unjust enrichment claims. Topics include mistaken transactions; misdirected payments; claims arising out of ineffective, incomplete or failed contracts; benefits obtained by improper coercion; disgorgement of the profits of wrongdoing; defences and proprietary remedies for unjust enrichment."
LAWS5126,Medical Law,All Level 1 LAWS courses + LAWS2111 + LAWS2113,LA449 or 773 or LAWS7126 or 7326,"LLB(Hons)(#64), LLB(Hons)(#48), LLB (Graduate Entry), LLB(Hons) duals and LLB dual programs.","Business, Economics & Law",Law School,2,,One Semester,"The law as it relates to selected aspects of medicine and medical practice including medical negligence, medical battery, abortion, euthanasia, property rights in human body parts, competency determinations and product liability."
LAWS5127,Media Law,All level 1 LAWS courses,LAWS7127 or 7327,"LLB(Hons)(#64), LLB(Hons)(#48), LLB (Graduate Entry), LLB(Hons) duals and LLB dual programs.","Business, Economics & Law",Law School,2,,One Semester,This course is an intermediate level examination of the legal and regulatory issues pertaining to Media Law in Australia and internationally. The course seeks to develop students' awareness of the complex issues inherent in Media Law regulation and new media regulation.
LAWS5130,Succession Law,All Level 1 LAWS courses,LAWS7130 or 7330,"LLB(Hons)(#64), LLB(Hons)(#48), LLB (Graduate Entry), LLB(Hons) duals and LLB dual programs.","Business, Economics & Law",Law School,2,,One Semester,"This course is an introductory level examination of law, legal issues, regulation, legislation, case law, and practice of succession in Australia, and in some overseas jurisdictions. The course seeks to develop students' knowledge of succession law and the ability to solve complex legal problems whilst examining proposals for reform."
LAWS5131,Planning Law,All Level 1 LAWS courses,LA417 or 750 or LAWS7131 or 7331,"LLB(Hons)(#64), LLB(Hons)(#48), LLB (Graduate Entry), LLB(Hons) duals and LLB dual programs.","Business, Economics & Law",Law School,2,,One Semester,"The course consists of a detailed study of the Integrated Planning Act, 1997 including the Integrated Development Assessment System (IDAS) established under the Act. Specific topics include the role and legal status of plans, the centrality of environmental concerns and the jurisdiction of the Planning and Environment Court."
